epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,3594.22,1.40025,1.20911,0.00974,0.64505,0.59413,0.6247,0.37219,1.53758,1.38852,0.01743,0.00152727,0.00152727,0.00152727
67,3647.52,1.40065,1.21173,0.00981,0.69052,0.56049,0.63772,0.38188,1.50788,1.34044,0.01695,0.00151395,0.00151395,0.00151395
68,3702.1,1.37079,1.19242,0.00989,0.73335,0.53846,0.63146,0.37906,1.46612,1.4186,0.01596,0.0015005,0.0015005,0.0015005
69,3754.77,1.35362,1.15708,0.0094,0.67808,0.56962,0.63224,0.38574,1.44241,1.35739,0.01585,0.00148694,0.00148694,0.00148694
70,3809.93,1.37317,1.16752,0.00959,0.67447,0.59135,0.64108,0.38738,1.45614,1.34336,0.01542,0.00147325,0.00147325,0.00147325
71,3863.58,1.38666,1.15797,0.0094,0.67397,0.60625,0.65555,0.40328,1.44924,1.29109,0.01587,0.00145945,0.00145945,0.00145945
72,3919.4,1.38739,1.16461,0.00944,0.69212,0.58053,0.65098,0.39611,1.41843,1.32802,0.01472,0.00144554,0.00144554,0.00144554
73,3973.49,1.35033,1.13749,0.00951,0.71382,0.58774,0.6609,0.40243,1.48318,1.25101,0.01658,0.00143152,0.00143152,0.00143152
74,4027.2,1.36758,1.14656,0.00939,0.69209,0.61055,0.67226,0.40728,1.45832,1.2567,0.01569,0.0014174,0.0014174,0.0014174
75,4083.13,1.37944,1.16636,0.00925,0.74381,0.59495,0.67696,0.407,1.45283,1.24517,0.01621,0.00140318,0.00140318,0.00140318
76,4135.7,1.34902,1.11936,0.00936,0.66523,0.5649,0.64617,0.39115,1.44364,1.30365,0.01584,0.00138886,0.00138886,0.00138886
77,4189.76,1.34903,1.10545,0.00931,0.73392,0.57452,0.66198,0.40139,1.47384,1.28765,0.01659,0.00137444,0.00137444,0.00137444
78,4241.49,1.36515,1.1337,0.00919,0.69486,0.61584,0.6704,0.41099,1.42914,1.26709,0.01556,0.00135994,0.00135994,0.00135994
79,4295.96,1.35244,1.11734,0.00923,0.69904,0.59375,0.66931,0.4141,1.45435,1.2387,0.01581,0.00134535,0.00134535,0.00134535
80,4348.8,1.36288,1.11362,0.0092,0.76088,0.55168,0.66404,0.40663,1.44729,1.25933,0.01612,0.00133068,0.00133068,0.00133068
81,4403.36,1.33265,1.10812,0.00909,0.71742,0.57091,0.65701,0.40174,1.46158,1.29533,0.01614,0.00131593,0.00131593,0.00131593
82,4457.73,1.31751,1.09245,0.00915,0.71208,0.59156,0.66253,0.40681,1.46806,1.27439,0.0163,0.0013011,0.0013011,0.0013011
83,4511.15,1.35211,1.10315,0.00898,0.72025,0.5613,0.6546,0.39904,1.45739,1.27585,0.01572,0.0012862,0.0012862,0.0012862
84,4564.34,1.3066,1.07443,0.00875,0.76541,0.56078,0.66035,0.40164,1.43906,1.31059,0.01555,0.00127123,0.00127123,0.00127123
85,4617.82,1.316,1.08597,0.00887,0.74598,0.59014,0.66306,0.39846,1.46216,1.32523,0.01617,0.0012562,0.0012562,0.0012562
86,4671.17,1.30441,1.08396,0.00875,0.72487,0.58654,0.65759,0.40498,1.42536,1.31375,0.01523,0.00124111,0.00124111,0.00124111
87,4724.21,1.30697,1.07279,0.00876,0.70835,0.57933,0.65943,0.40648,1.43122,1.28602,0.01538,0.00122596,0.00122596,0.00122596
88,4778.53,1.31518,1.05925,0.00888,0.69672,0.60216,0.6653,0.40543,1.43708,1.29019,0.01593,0.00121076,0.00121076,0.00121076
89,4832.41,1.31014,1.04289,0.0086,0.66906,0.60096,0.65856,0.40544,1.45094,1.26361,0.01571,0.00119551,0.00119551,0.00119551
90,4887.12,1.30088,1.0426,0.00875,0.73232,0.57332,0.65882,0.39829,1.45907,1.31317,0.01567,0.00118021,0.00118021,0.00118021
91,4939.26,1.32161,1.0447,0.00878,0.6891,0.61058,0.66343,0.39838,1.43728,1.34078,0.01597,0.00116487,0.00116487,0.00116487
92,4993.64,1.29611,1.03836,0.00888,0.72549,0.56731,0.65971,0.39205,1.42019,1.33275,0.01565,0.00114949,0.00114949,0.00114949
93,5046.09,1.29563,1.01993,0.00852,0.75346,0.55409,0.65422,0.40522,1.41198,1.29123,0.01457,0.00113408,0.00113408,0.00113408
94,5100.67,1.30137,1.0455,0.00868,0.67392,0.60337,0.65441,0.39901,1.43602,1.30901,0.01543,0.00111864,0.00111864,0.00111864
95,5152.83,1.28852,1.03141,0.00855,0.69748,0.59014,0.65969,0.40722,1.41352,1.30163,0.01468,0.00110317,0.00110317,0.00110317
96,5206.93,1.30347,1.02722,0.00888,0.75036,0.55769,0.66255,0.40989,1.41256,1.28468,0.01516,0.00108767,0.00108767,0.00108767
97,5259.63,1.28912,1.0143,0.0084,0.7398,0.59615,0.67544,0.41226,1.42288,1.30449,0.0153,0.00107216,0.00107216,0.00107216
98,5314.08,1.28878,1.02224,0.00826,0.70538,0.61293,0.67094,0.41814,1.42784,1.26309,0.01537,0.00105664,0.00105664,0.00105664
99,5367.55,1.27802,0.99685,0.00828,0.73267,0.60337,0.68038,0.41212,1.43276,1.24415,0.01541,0.0010411,0.0010411,0.0010411
100,5422.24,1.29076,0.9991,0.00847,0.6811,0.60337,0.65787,0.40543,1.40748,1.30284,0.01454,0.00102555,0.00102555,0.00102555
101,5476.64,1.26172,0.97755,0.00835,0.71365,0.58293,0.66843,0.40832,1.44225,1.26866,0.01575,0.00101,0.00101,0.00101
102,5530.81,1.27075,0.98841,0.00845,0.73255,0.57812,0.66324,0.40085,1.42234,1.32244,0.01532,0.00099445,0.00099445,0.00099445
103,5584.64,1.26887,0.98807,0.00828,0.7268,0.58293,0.66714,0.41251,1.38369,1.30309,0.01439,0.000978903,0.000978903,0.000978903
104,5637.74,1.27165,0.99369,0.00809,0.75581,0.58406,0.6727,0.41409,1.38419,1.29032,0.01452,0.000963365,0.000963365,0.000963365
105,5692.72,1.24197,0.9603,0.00825,0.73374,0.57332,0.65922,0.41376,1.38208,1.28,0.01417,0.000947837,0.000947837,0.000947837
106,5745.68,1.25783,0.97177,0.00798,0.73839,0.58534,0.67626,0.41695,1.41301,1.26177,0.01487,0.000932325,0.000932325,0.000932325
107,5800.69,1.26178,0.98305,0.00828,0.71494,0.60457,0.67862,0.41401,1.4261,1.24954,0.01477,0.000916833,0.000916833,0.000916833
108,5852.86,1.22404,0.96275,0.00809,0.71224,0.59615,0.66559,0.40716,1.41694,1.27808,0.01526,0.000901363,0.000901363,0.000901363
109,5906.16,1.23382,0.95227,0.00824,0.72929,0.58293,0.66,0.40979,1.40212,1.27747,0.01482,0.00088592,0.00088592,0.00088592
110,5958.22,1.25401,0.9771,0.00799,0.68852,0.60337,0.65745,0.4036,1.45179,1.31593,0.01558,0.000870508,0.000870508,0.000870508
111,6011.82,1.23667,0.94529,0.00783,0.71924,0.58894,0.67232,0.41058,1.4365,1.23085,0.01483,0.00085513,0.00085513,0.00085513
112,6063.48,1.24183,0.92701,0.0079,0.73227,0.58053,0.66418,0.4055,1.46195,1.3046,0.01547,0.00083979,0.00083979,0.00083979
113,6117.67,1.23262,0.93973,0.00798,0.70422,0.58894,0.66684,0.40326,1.45052,1.27709,0.01557,0.000824492,0.000824492,0.000824492
114,6169.79,1.22072,0.93442,0.00791,0.71419,0.60067,0.66145,0.40534,1.43506,1.30725,0.01492,0.000809241,0.000809241,0.000809241
115,6223.6,1.22351,0.91835,0.00798,0.72198,0.59375,0.6629,0.40687,1.4654,1.24181,0.01553,0.000794038,0.000794038,0.000794038
116,6275.73,1.21612,0.93404,0.00769,0.69222,0.61058,0.67055,0.41253,1.43422,1.26614,0.01501,0.000778889,0.000778889,0.000778889
117,6329.21,1.23501,0.93585,0.00792,0.70938,0.60216,0.66402,0.40731,1.4448,1.26802,0.0155,0.000763797,0.000763797,0.000763797
118,6380.76,1.20409,0.90423,0.00784,0.72938,0.58957,0.66765,0.41397,1.42627,1.29707,0.01483,0.000748766,0.000748766,0.000748766
