epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1793.87,1.45544,1.3165,0.01001,0.67535,0.50601,0.57113,0.32661,1.52493,1.67484,0.01818,0.00957205,0.00957205,0.00957205
42,1835.9,1.4656,1.32121,0.01013,0.66367,0.52885,0.5975,0.34701,1.4817,1.46492,0.01777,0.00955072,0.00955072,0.00955072
43,1877.96,1.47473,1.31758,0.01018,0.72737,0.51442,0.59663,0.34993,1.53817,1.47935,0.01808,0.00952889,0.00952889,0.00952889
44,1918.4,1.44143,1.29552,0.00979,0.70206,0.52885,0.60793,0.36273,1.50997,1.45069,0.0176,0.00950658,0.00950658,0.00950658
45,1960.74,1.46226,1.2997,0.00994,0.68674,0.52885,0.60589,0.35724,1.5231,1.56398,0.01766,0.00948377,0.00948377,0.00948377
46,2002.71,1.43788,1.29765,0.00998,0.6473,0.5637,0.60878,0.35246,1.53421,1.47932,0.01815,0.00946048,0.00946048,0.00946048
47,2044.42,1.47029,1.30659,0.01005,0.63535,0.58534,0.62802,0.35352,1.60245,1.38758,0.01958,0.00943671,0.00943671,0.00943671
48,2084.91,1.45184,1.29334,0.0099,0.74388,0.52644,0.61747,0.36859,1.61385,1.41404,0.02017,0.00941245,0.00941245,0.00941245
49,2127.43,1.44392,1.28229,0.00988,0.68726,0.53617,0.62087,0.36507,1.53122,1.49867,0.0185,0.00938772,0.00938772,0.00938772
50,2169.89,1.44289,1.26019,0.00998,0.68575,0.53005,0.60129,0.35521,1.51795,1.5788,0.01726,0.00936251,0.00936251,0.00936251
51,2212.73,1.44169,1.27647,0.00958,0.63342,0.5601,0.58739,0.33368,1.47959,1.55092,0.01729,0.00933683,0.00933683,0.00933683
52,2254.83,1.44122,1.25393,0.00962,0.67924,0.53726,0.604,0.35379,1.56424,1.55019,0.01998,0.00931067,0.00931067,0.00931067
53,2296.38,1.44822,1.26616,0.00948,0.65953,0.51221,0.57903,0.34374,1.46884,1.59806,0.01618,0.00928405,0.00928405,0.00928405
54,2339.2,1.42606,1.23449,0.00973,0.69232,0.53245,0.603,0.35397,1.49081,1.43857,0.01719,0.00925697,0.00925697,0.00925697
55,2381.36,1.44995,1.23082,0.00957,0.69901,0.53036,0.6162,0.36191,1.48211,1.44722,0.01646,0.00922942,0.00922942,0.00922942
56,2423.88,1.42564,1.23779,0.00975,0.70201,0.51202,0.59822,0.35858,1.5328,1.41449,0.0171,0.00920142,0.00920142,0.00920142
57,2465.12,1.4309,1.25083,0.0098,0.7005,0.46946,0.55298,0.31158,1.5718,1.65354,0.01923,0.00917296,0.00917296,0.00917296
58,2506.55,1.44548,1.23008,0.00957,0.70804,0.54447,0.59743,0.34669,1.51618,1.44623,0.01729,0.00914405,0.00914405,0.00914405
59,2549.88,1.41149,1.22549,0.00969,0.69225,0.55529,0.6245,0.36486,1.5441,1.49157,0.01865,0.00911469,0.00911469,0.00911469
60,2592.68,1.43032,1.21708,0.00939,0.69196,0.55079,0.62512,0.37358,1.43397,1.41842,0.01581,0.00908488,0.00908488,0.00908488
61,2635.67,1.41857,1.21215,0.00944,0.69618,0.55168,0.62821,0.37938,1.47659,1.38995,0.01674,0.00905463,0.00905463,0.00905463
62,2679.13,1.44243,1.21652,0.0095,0.70956,0.54928,0.61431,0.35702,1.55675,1.53431,0.01897,0.00902395,0.00902395,0.00902395
63,2722.12,1.39733,1.18729,0.00953,0.70942,0.53726,0.61438,0.35977,1.44328,1.39078,0.01555,0.00899282,0.00899282,0.00899282
64,2764.65,1.41611,1.2007,0.00939,0.67313,0.55529,0.61286,0.36615,1.5068,1.34992,0.0169,0.00896127,0.00896127,0.00896127
65,2808.15,1.43062,1.19853,0.00921,0.73151,0.53376,0.62516,0.37116,1.44347,1.4299,0.01574,0.00892928,0.00892928,0.00892928
66,2851.33,1.41828,1.1924,0.00959,0.68908,0.57332,0.62705,0.37095,1.46533,1.40772,0.01656,0.00889687,0.00889687,0.00889687
67,2894.95,1.43556,1.20222,0.00944,0.65431,0.58654,0.61936,0.36012,1.5819,1.41181,0.01831,0.00886404,0.00886404,0.00886404
68,2937.56,1.41557,1.19291,0.00932,0.6757,0.56095,0.60874,0.3589,1.4865,1.48702,0.01722,0.00883079,0.00883079,0.00883079
69,2979.69,1.40207,1.1545,0.00934,0.75266,0.54447,0.63268,0.37016,1.48644,1.50825,0.0171,0.00879713,0.00879713,0.00879713
70,3022.9,1.40217,1.182,0.00922,0.64253,0.55955,0.61103,0.36988,1.42729,1.62586,0.01612,0.00876305,0.00876305,0.00876305
71,3066.75,1.42327,1.1649,0.00934,0.71209,0.51132,0.6042,0.35105,1.62861,1.45648,0.01942,0.00872857,0.00872857,0.00872857
72,3109.52,1.40251,1.14372,0.00932,0.69095,0.55892,0.62477,0.36857,1.47365,1.43148,0.01669,0.00869368,0.00869368,0.00869368
73,3152.84,1.39769,1.14518,0.00905,0.71011,0.5637,0.63716,0.37944,1.45998,1.36802,0.01694,0.00865839,0.00865839,0.00865839
74,3195.87,1.38668,1.15867,0.00917,0.64755,0.57091,0.62087,0.3804,1.45666,1.39393,0.01597,0.00862271,0.00862271,0.00862271
75,3238.07,1.3939,1.14685,0.00896,0.70163,0.53245,0.60668,0.36469,1.50018,1.47753,0.0177,0.00858664,0.00858664,0.00858664
76,3281.34,1.36515,1.12958,0.00903,0.72625,0.53606,0.62099,0.3651,1.51177,1.50961,0.01781,0.00855018,0.00855018,0.00855018
77,3323.72,1.37084,1.12773,0.00932,0.74207,0.53365,0.62344,0.35401,1.62263,1.44331,0.01969,0.00851333,0.00851333,0.00851333
78,3365.06,1.39803,1.12595,0.00913,0.69582,0.57572,0.61475,0.35968,1.52009,1.50175,0.01826,0.00847611,0.00847611,0.00847611
79,3407.38,1.39442,1.11134,0.00935,0.6631,0.58894,0.63209,0.38028,1.51576,1.33025,0.01694,0.00843851,0.00843851,0.00843851
80,3448.22,1.36971,1.10224,0.00898,0.675,0.53421,0.60186,0.35656,1.4487,1.49649,0.01632,0.00840054,0.00840054,0.00840054
81,3490.03,1.39633,1.12856,0.00879,0.73952,0.54808,0.64393,0.37814,1.43486,1.36957,0.01588,0.0083622,0.0083622,0.0083622
82,3532.39,1.37138,1.10049,0.00906,0.69932,0.56731,0.64188,0.37751,1.40586,1.40612,0.01548,0.00832349,0.00832349,0.00832349
83,3574.48,1.36053,1.10108,0.00885,0.73959,0.5601,0.63363,0.38659,1.39945,1.36124,0.01514,0.00828443,0.00828443,0.00828443
84,3616.36,1.36613,1.11063,0.00896,0.73669,0.53846,0.62445,0.37204,1.48172,1.37859,0.01707,0.00824502,0.00824502,0.00824502
85,3657.66,1.3742,1.10297,0.00914,0.68317,0.5625,0.61374,0.37241,1.48381,1.41333,0.01657,0.00820525,0.00820525,0.00820525
86,3700.16,1.33735,1.08328,0.00898,0.68513,0.54087,0.59826,0.36442,1.48867,1.40766,0.01674,0.00816514,0.00816514,0.00816514
87,3741.17,1.36911,1.10011,0.00865,0.71712,0.5649,0.62563,0.37692,1.49566,1.40417,0.01689,0.00812468,0.00812468,0.00812468
88,3783.75,1.35618,1.0656,0.00899,0.69395,0.56686,0.63673,0.37325,1.53364,1.31161,0.01779,0.00808389,0.00808389,0.00808389
89,3824.7,1.34736,1.06399,0.00851,0.71802,0.5649,0.62638,0.37628,1.44851,1.41722,0.01561,0.00804277,0.00804277,0.00804277
90,3866.98,1.35783,1.09818,0.00859,0.68573,0.55598,0.61631,0.365,1.53891,1.31769,0.01749,0.00800131,0.00800131,0.00800131
91,3909.4,1.35054,1.09598,0.00867,0.75889,0.56851,0.64877,0.3796,1.47567,1.31943,0.01611,0.00795954,0.00795954,0.00795954
92,3952.29,1.35936,1.06852,0.00869,0.76514,0.57692,0.65307,0.39291,1.50396,1.34359,0.01662,0.00791744,0.00791744,0.00791744
93,3995.57,1.3552,1.05788,0.00864,0.73092,0.52644,0.61042,0.37711,1.40076,1.44885,0.01485,0.00787503,0.00787503,0.00787503
94,4037.52,1.3351,1.06289,0.00883,0.71249,0.55409,0.62725,0.38038,1.42593,1.27983,0.01507,0.00783231,0.00783231,0.00783231
95,4080.88,1.33543,1.05768,0.00856,0.75453,0.52524,0.61027,0.37237,1.48374,1.46673,0.01584,0.00778929,0.00778929,0.00778929
96,4124.23,1.33409,1.05415,0.00878,0.73134,0.53726,0.61618,0.37091,1.43281,1.48331,0.01588,0.00774596,0.00774596,0.00774596
97,4166.93,1.34321,1.06403,0.00876,0.66307,0.53221,0.59529,0.35737,1.46838,1.56687,0.01632,0.00770234,0.00770234,0.00770234
98,4209.1,1.34806,1.06649,0.00858,0.70363,0.55645,0.62368,0.37258,1.5013,1.39357,0.01704,0.00765843,0.00765843,0.00765843
99,4250.74,1.33054,1.05263,0.00839,0.70318,0.56949,0.63584,0.38417,1.44308,1.3797,0.01601,0.00761423,0.00761423,0.00761423
100,4293.64,1.33185,1.04169,0.00838,0.66811,0.571,0.61826,0.37566,1.48931,1.45739,0.01714,0.00756976,0.00756976,0.00756976
101,4335.75,1.33906,1.04478,0.0086,0.68772,0.57452,0.62839,0.38544,1.44313,1.42444,0.01594,0.007525,0.007525,0.007525
102,4378.62,1.31946,1.03339,0.00853,0.75921,0.52675,0.61922,0.37419,1.44385,1.60383,0.01672,0.00747997,0.00747997,0.00747997
103,4421.54,1.30623,1.00769,0.0084,0.70494,0.54567,0.62756,0.37864,1.43719,1.47062,0.01632,0.00743468,0.00743468,0.00743468
104,4463.87,1.31336,1.02657,0.00828,0.68312,0.58053,0.63055,0.3834,1.43134,1.48968,0.01571,0.00738913,0.00738913,0.00738913
105,4505.91,1.31757,1.00771,0.00834,0.7438,0.56851,0.64927,0.39905,1.39549,1.33676,0.01516,0.00734332,0.00734332,0.00734332
106,4549.35,1.32373,1.01112,0.00835,0.71531,0.55168,0.61384,0.37547,1.39596,1.41868,0.01483,0.00729725,0.00729725,0.00729725
107,4592.49,1.29007,1.01053,0.00821,0.73701,0.52644,0.62394,0.37857,1.42554,1.3791,0.01572,0.00725094,0.00725094,0.00725094
108,4634.26,1.32273,1.00597,0.00842,0.68688,0.57742,0.6143,0.37818,1.4414,1.42488,0.01562,0.00720439,0.00720439,0.00720439
109,4677.22,1.30097,1.00674,0.00816,0.73658,0.55889,0.63751,0.3871,1.44683,1.45759,0.01634,0.00715761,0.00715761,0.00715761
110,4718.76,1.28884,0.99096,0.00851,0.67146,0.56971,0.6207,0.37592,1.48454,1.4048,0.01673,0.00711059,0.00711059,0.00711059
111,4762.69,1.31523,1.0033,0.00823,0.69448,0.55734,0.62616,0.38082,1.46592,1.41932,0.01622,0.00706335,0.00706335,0.00706335
112,4808.15,1.30481,0.98981,0.00832,0.67843,0.58053,0.62395,0.37534,1.43661,1.42102,0.01609,0.00701588,0.00701588,0.00701588
113,4852.47,1.28897,0.97734,0.00837,0.68097,0.59856,0.63782,0.38654,1.47292,1.42841,0.01658,0.0069682,0.0069682,0.0069682
114,4896.57,1.3232,0.99824,0.00818,0.69437,0.58053,0.64576,0.39022,1.44312,1.40306,0.01608,0.00692031,0.00692031,0.00692031
115,4939.77,1.29349,0.97809,0.00829,0.66687,0.58654,0.62431,0.37314,1.3725,1.47838,0.01502,0.00687222,0.00687222,0.00687222
116,4983.58,1.28183,0.9702,0.00813,0.7413,0.56826,0.639,0.38691,1.37806,1.44092,0.01472,0.00682392,0.00682392,0.00682392
117,5026.72,1.29639,0.97428,0.00807,0.70971,0.5495,0.61935,0.37778,1.44002,1.41712,0.01587,0.00677543,0.00677543,0.00677543
118,5070.88,1.27523,0.96244,0.00808,0.73123,0.53486,0.61443,0.37242,1.39751,1.49574,0.01558,0.00672675,0.00672675,0.00672675
119,5114.31,1.28022,0.97783,0.00827,0.70231,0.5649,0.62092,0.37204,1.45621,1.42772,0.01658,0.00667789,0.00667789,0.00667789
120,5157.97,1.2855,0.96782,0.00811,0.73101,0.5625,0.62896,0.38394,1.42635,1.40484,0.0155,0.00662885,0.00662885,0.00662885
121,5201.74,1.27365,0.94051,0.00807,0.72036,0.55529,0.63571,0.38707,1.4856,1.36922,0.01656,0.00657963,0.00657963,0.00657963
122,5244.99,1.28695,0.95478,0.00806,0.76511,0.5207,0.62732,0.38063,1.47167,1.41925,0.01576,0.00653025,0.00653025,0.00653025
123,5288.73,1.28484,0.9438,0.00794,0.73773,0.54928,0.63204,0.38513,1.42054,1.41775,0.01507,0.00648071,0.00648071,0.00648071
124,5332.4,1.26664,0.96044,0.00795,0.71977,0.56731,0.62375,0.37313,1.49975,1.39945,0.01702,0.00643101,0.00643101,0.00643101
125,5376.42,1.2692,0.95262,0.00793,0.71366,0.58534,0.64984,0.39314,1.44709,1.40124,0.01643,0.00638115,0.00638115,0.00638115
126,5419.41,1.27898,0.94555,0.00793,0.71161,0.53486,0.61648,0.37018,1.44645,1.50263,0.0162,0.00633115,0.00633115,0.00633115
127,5462.7,1.25341,0.94346,0.00783,0.77139,0.53005,0.62646,0.38365,1.50051,1.46991,0.0175,0.00628101,0.00628101,0.00628101
128,5506.89,1.27401,0.93581,0.00805,0.75386,0.56731,0.63639,0.38711,1.40253,1.40685,0.01466,0.00623074,0.00623074,0.00623074
129,5550.23,1.25156,0.91957,0.00784,0.72898,0.58293,0.65145,0.39955,1.44943,1.38659,0.01589,0.00618034,0.00618034,0.00618034
130,5594.6,1.25221,0.91784,0.00782,0.72895,0.58829,0.64771,0.39375,1.4042,1.36964,0.01487,0.00612981,0.00612981,0.00612981
131,5638.24,1.25634,0.91766,0.00775,0.6941,0.57933,0.63486,0.38782,1.38338,1.43577,0.01491,0.00607916,0.00607916,0.00607916
132,5679.93,1.26252,0.92725,0.00784,0.72867,0.56811,0.63495,0.39001,1.39286,1.50485,0.01498,0.0060284,0.0060284,0.0060284
133,5722.2,1.23629,0.90919,0.00774,0.68049,0.59495,0.63835,0.39114,1.42328,1.34643,0.01531,0.00597754,0.00597754,0.00597754
134,5765.51,1.26252,0.9202,0.00776,0.68623,0.59014,0.63381,0.38947,1.39946,1.41673,0.01558,0.00592657,0.00592657,0.00592657
135,5808.34,1.25661,0.9217,0.00779,0.70071,0.5625,0.62183,0.38181,1.42023,1.45919,0.0152,0.00587551,0.00587551,0.00587551
136,5852.18,1.23607,0.89022,0.00771,0.74534,0.55649,0.63194,0.38691,1.44836,1.34637,0.01563,0.00582435,0.00582435,0.00582435
137,5893.94,1.22221,0.8968,0.00767,0.72428,0.57692,0.64342,0.38769,1.45104,1.39513,0.0158,0.00577311,0.00577311,0.00577311
138,5937.06,1.24347,0.91094,0.00779,0.72971,0.56136,0.64157,0.38746,1.45296,1.33671,0.01606,0.00572179,0.00572179,0.00572179
139,5981.04,1.24834,0.9063,0.00748,0.72094,0.57091,0.63417,0.37855,1.41265,1.43354,0.01506,0.0056704,0.0056704,0.0056704
140,6023.54,1.23014,0.89343,0.00756,0.71665,0.5613,0.63598,0.38066,1.41699,1.40764,0.01534,0.00561894,0.00561894,0.00561894
141,6065.94,1.24383,0.88721,0.00756,0.75339,0.53245,0.63326,0.37949,1.39465,1.52723,0.01517,0.00556742,0.00556742,0.00556742
142,6107.52,1.24164,0.89012,0.00754,0.69022,0.58413,0.63578,0.38811,1.41398,1.55305,0.01558,0.00551584,0.00551584,0.00551584
143,6150.64,1.23456,0.89724,0.00787,0.68605,0.58894,0.6431,0.39285,1.40446,1.39407,0.01462,0.00546421,0.00546421,0.00546421
144,6194.1,1.25448,0.90398,0.00782,0.73903,0.56162,0.64797,0.38711,1.47416,1.44903,0.01561,0.00541253,0.00541253,0.00541253
145,6237.45,1.24401,0.90346,0.0075,0.78864,0.54266,0.65028,0.40119,1.42951,1.4087,0.0156,0.00536081,0.00536081,0.00536081
146,6280.23,1.22262,0.87645,0.00754,0.68094,0.58485,0.63112,0.38039,1.40432,1.52991,0.01486,0.00530906,0.00530906,0.00530906
147,6322.22,1.2174,0.87096,0.0075,0.68412,0.57812,0.62355,0.38258,1.43432,1.51296,0.01553,0.00525728,0.00525728,0.00525728
148,6364.08,1.22061,0.87535,0.0076,0.73611,0.5599,0.63036,0.38368,1.45182,1.49627,0.01583,0.00520548,0.00520548,0.00520548
149,6405.94,1.22801,0.88543,0.00749,0.73495,0.54928,0.62859,0.38557,1.44738,1.45578,0.01581,0.00515366,0.00515366,0.00515366
150,6448.65,1.22159,0.87868,0.00741,0.70693,0.56971,0.62807,0.38251,1.50011,1.44618,0.01607,0.00510184,0.00510184,0.00510184
151,6490.91,1.20985,0.87135,0.00748,0.74362,0.57212,0.65685,0.39971,1.41173,1.43422,0.01521,0.00505,0.00505,0.00505
152,6533.52,1.20835,0.88151,0.00741,0.69624,0.59255,0.64496,0.39304,1.46415,1.41092,0.01624,0.00499816,0.00499816,0.00499816
153,6574.91,1.2026,0.84586,0.00752,0.73788,0.56851,0.63847,0.38582,1.39488,1.55698,0.01535,0.00494634,0.00494634,0.00494634
154,6617.9,1.20262,0.85538,0.00704,0.71554,0.57452,0.64232,0.3926,1.40334,1.4119,0.01488,0.00489452,0.00489452,0.00489452
155,6661.53,1.18911,0.8414,0.0073,0.71603,0.59495,0.64374,0.39104,1.42483,1.45262,0.01554,0.00484272,0.00484272,0.00484272
156,6703.07,1.19445,0.84245,0.00729,0.68324,0.58534,0.63113,0.38238,1.40944,1.43359,0.01552,0.00479094,0.00479094,0.00479094
157,6745.41,1.19175,0.84068,0.0076,0.72246,0.57933,0.63763,0.38406,1.49877,1.48398,0.01734,0.00473919,0.00473919,0.00473919
158,6788.33,1.20002,0.83264,0.00712,0.75881,0.55587,0.64137,0.39159,1.44159,1.43778,0.01565,0.00468747,0.00468747,0.00468747
159,6833.03,1.19533,0.84546,0.00705,0.73543,0.5637,0.63045,0.38521,1.42784,1.44188,0.01529,0.00463579,0.00463579,0.00463579
160,6878.04,1.18223,0.82759,0.00735,0.74618,0.5613,0.63533,0.39221,1.42891,1.41584,0.01538,0.00458416,0.00458416,0.00458416
161,6923.25,1.17745,0.83485,0.00703,0.70938,0.58654,0.63185,0.38899,1.40354,1.46261,0.015,0.00453258,0.00453258,0.00453258
162,6967.44,1.18292,0.83245,0.00706,0.71712,0.56611,0.6173,0.37942,1.37359,1.49796,0.01462,0.00448106,0.00448106,0.00448106
163,7012.29,1.18191,0.83004,0.00716,0.75258,0.54567,0.6333,0.39176,1.42863,1.4344,0.01563,0.0044296,0.0044296,0.0044296
164,7057.39,1.19327,0.84459,0.00706,0.77566,0.55288,0.63361,0.3867,1.41074,1.44482,0.01544,0.00437821,0.00437821,0.00437821
165,7101.59,1.13958,0.79389,0.00684,0.71418,0.55649,0.62201,0.38496,1.4166,1.46994,0.0151,0.00432689,0.00432689,0.00432689
166,7145.55,1.17172,0.81024,0.00697,0.7104,0.57332,0.63175,0.38643,1.40144,1.4726,0.01507,0.00427565,0.00427565,0.00427565
167,7188.1,1.17857,0.82887,0.00684,0.73131,0.55409,0.62586,0.38996,1.40716,1.48098,0.01535,0.00422449,0.00422449,0.00422449
168,7232.02,1.18239,0.81431,0.0071,0.74244,0.57514,0.64321,0.39436,1.44613,1.45131,0.01594,0.00417343,0.00417343,0.00417343
169,7275.42,1.15209,0.81244,0.00717,0.71107,0.57977,0.63099,0.38448,1.41307,1.49606,0.01551,0.00412246,0.00412246,0.00412246
170,7319.21,1.16657,0.81614,0.00709,0.68704,0.59856,0.62695,0.38893,1.40699,1.48177,0.01542,0.0040716,0.0040716,0.0040716
171,7362.85,1.16542,0.81379,0.00683,0.75909,0.55291,0.63997,0.3923,1.41333,1.44205,0.01549,0.00402084,0.00402084,0.00402084
172,7407.5,1.14749,0.7968,0.00684,0.75045,0.55769,0.64288,0.38994,1.37813,1.49854,0.01515,0.00397019,0.00397019,0.00397019
173,7449.72,1.14109,0.7874,0.00686,0.73442,0.575,0.63793,0.38813,1.39382,1.42282,0.01528,0.00391966,0.00391966,0.00391966
174,7492.95,1.15915,0.80309,0.00672,0.69697,0.60337,0.64077,0.38903,1.39229,1.47271,0.01561,0.00386926,0.00386926,0.00386926
175,7536.81,1.17298,0.81219,0.00658,0.70811,0.56851,0.63473,0.38629,1.42015,1.46108,0.0154,0.00381899,0.00381899,0.00381899
