epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,562.225,1.64266,1.64233,0.01256,0.62573,0.44471,0.4841,0.25946,1.77592,1.8556,0.02366,0.00199084,0.00199084,0.00199084
15,598.383,1.65522,1.64202,0.01229,0.60218,0.45553,0.4986,0.26856,1.65513,1.93051,0.02227,0.00198938,0.00198938,0.00198938
16,636.286,1.65187,1.61396,0.01215,0.62527,0.49519,0.54108,0.29746,1.65913,1.58708,0.02081,0.00198781,0.00198781,0.00198781
17,672.951,1.63816,1.61672,0.01173,0.63651,0.52404,0.56416,0.30774,1.7138,1.46833,0.02234,0.00198614,0.00198614,0.00198614
18,711.184,1.63539,1.59151,0.0118,0.61133,0.49519,0.54859,0.28977,1.66715,1.6518,0.02277,0.00198435,0.00198435,0.00198435
19,747.574,1.64374,1.55997,0.01215,0.67027,0.49279,0.55702,0.30564,1.67289,1.56058,0.02028,0.00198246,0.00198246,0.00198246
20,783.94,1.63134,1.57554,0.01212,0.62416,0.4988,0.55516,0.29094,1.67829,1.58604,0.02219,0.00198047,0.00198047,0.00198047
21,821.234,1.59781,1.58181,0.01203,0.64602,0.5,0.53718,0.28451,1.7385,1.7013,0.02314,0.00197837,0.00197837,0.00197837
22,857.457,1.61025,1.54988,0.01198,0.68456,0.49279,0.5623,0.30983,1.65006,1.5043,0.02002,0.00197616,0.00197616,0.00197616
23,896.656,1.62058,1.56431,0.01155,0.63529,0.44952,0.52889,0.28682,1.64276,1.66773,0.02109,0.00197384,0.00197384,0.00197384
24,933.12,1.61766,1.53593,0.01168,0.68036,0.50911,0.58211,0.33239,1.60961,1.41325,0.02067,0.00197142,0.00197142,0.00197142
25,972.052,1.5938,1.50762,0.0115,0.6374,0.50481,0.55803,0.30844,1.58395,1.46303,0.01936,0.0019689,0.0019689,0.0019689
26,1008.33,1.60243,1.50571,0.0117,0.65716,0.52066,0.57949,0.31793,1.53837,1.55778,0.01795,0.00196627,0.00196627,0.00196627
27,1044.91,1.58461,1.4893,0.01136,0.69395,0.48798,0.58312,0.32012,1.66555,1.44184,0.02123,0.00196353,0.00196353,0.00196353
28,1080.98,1.57404,1.48407,0.01138,0.61169,0.47523,0.52106,0.29978,1.6505,1.76005,0.01937,0.00196069,0.00196069,0.00196069
29,1116.72,1.58766,1.45927,0.01161,0.63827,0.5012,0.55772,0.32228,1.53907,1.73748,0.01845,0.00195775,0.00195775,0.00195775
30,1154.27,1.57093,1.45865,0.01133,0.654,0.48844,0.57012,0.3289,1.53861,1.52811,0.01773,0.0019547,0.0019547,0.0019547
31,1190.38,1.56543,1.47922,0.01152,0.63736,0.51803,0.57208,0.31922,1.59003,1.50732,0.01913,0.00195155,0.00195155,0.00195155
32,1228.68,1.58594,1.44979,0.01129,0.6398,0.51202,0.56967,0.32574,1.5841,1.49523,0.01976,0.00194829,0.00194829,0.00194829
33,1264.88,1.56216,1.4151,0.01117,0.64611,0.52764,0.56857,0.31094,1.69073,1.53059,0.02107,0.00194493,0.00194493,0.00194493
34,1302,1.57271,1.42443,0.011,0.69136,0.51153,0.59368,0.33851,1.51248,1.43889,0.01764,0.00194147,0.00194147,0.00194147
35,1339.81,1.56002,1.43208,0.01139,0.71139,0.50067,0.57206,0.32153,1.63114,1.47803,0.01896,0.00193791,0.00193791,0.00193791
36,1375.78,1.56916,1.42924,0.01105,0.66695,0.50361,0.57601,0.32655,1.55914,1.39307,0.0185,0.00193424,0.00193424,0.00193424
37,1413.98,1.54129,1.38218,0.01115,0.6022,0.50601,0.55284,0.31764,1.56535,1.5454,0.01896,0.00193048,0.00193048,0.00193048
38,1450.17,1.56292,1.43096,0.01089,0.67095,0.53365,0.59694,0.35465,1.43291,1.43622,0.01583,0.00192661,0.00192661,0.00192661
39,1490.11,1.54343,1.39921,0.01094,0.63909,0.52524,0.58806,0.33535,1.53894,1.45489,0.01853,0.00192264,0.00192264,0.00192264
40,1527.58,1.54882,1.37921,0.01079,0.71461,0.52066,0.61204,0.36087,1.49193,1.40562,0.01733,0.00191858,0.00191858,0.00191858
41,1566.51,1.52827,1.37656,0.01092,0.64942,0.54326,0.60626,0.34087,1.513,1.42002,0.01787,0.00191441,0.00191441,0.00191441
42,1603.36,1.54217,1.3932,0.01106,0.71205,0.49038,0.58698,0.33373,1.58483,1.50263,0.02024,0.00191014,0.00191014,0.00191014
43,1641.08,1.53797,1.40047,0.011,0.70604,0.50361,0.59183,0.33718,1.52646,1.47423,0.01712,0.00190578,0.00190578,0.00190578
44,1677.31,1.51766,1.36068,0.01067,0.71363,0.52284,0.60707,0.3532,1.53923,1.40047,0.01786,0.00190132,0.00190132,0.00190132
45,1713.86,1.547,1.40084,0.0109,0.68907,0.48678,0.57005,0.32442,1.65221,1.54076,0.02094,0.00189675,0.00189675,0.00189675
46,1751.75,1.51651,1.35915,0.01081,0.68078,0.52404,0.60134,0.34953,1.52287,1.52239,0.01801,0.0018921,0.0018921,0.0018921
47,1788.94,1.55598,1.36118,0.01095,0.69772,0.54447,0.60899,0.3552,1.47977,1.36066,0.01673,0.00188734,0.00188734,0.00188734
48,1827.31,1.52353,1.35981,0.01066,0.66136,0.54087,0.58558,0.33572,1.57428,1.46081,0.01927,0.00188249,0.00188249,0.00188249
49,1863.51,1.51252,1.34289,0.01077,0.63943,0.50361,0.57158,0.33542,1.57561,1.52663,0.01904,0.00187754,0.00187754,0.00187754
50,1902.19,1.51724,1.33473,0.01083,0.70226,0.52524,0.60029,0.3439,1.60782,1.46224,0.01985,0.0018725,0.0018725,0.0018725
51,1938.7,1.52371,1.32502,0.01047,0.68708,0.51462,0.59697,0.35197,1.52986,1.34758,0.01819,0.00186737,0.00186737,0.00186737
52,1976.52,1.50288,1.29616,0.0103,0.69053,0.51923,0.5894,0.33702,1.514,1.44495,0.01782,0.00186213,0.00186213,0.00186213
53,2013,1.51454,1.31442,0.01027,0.67635,0.54928,0.60691,0.35683,1.4961,1.39535,0.0173,0.00185681,0.00185681,0.00185681
54,2050.49,1.50165,1.28706,0.01055,0.68674,0.51923,0.59479,0.34313,1.542,1.45124,0.01803,0.00185139,0.00185139,0.00185139
55,2088.31,1.51477,1.30681,0.0102,0.69295,0.51803,0.59893,0.346,1.53589,1.42199,0.01788,0.00184588,0.00184588,0.00184588
