epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,764.184,1.56094,1.56165,0.0123,0.66472,0.52404,0.57313,0.32444,1.48022,1.58497,0.01769,0.00194606,0.00194606,0.00194606
21,800.073,1.53087,1.54937,0.01246,0.57926,0.5378,0.56166,0.29613,1.60854,1.52555,0.01918,0.0019403,0.0019403,0.0019403
22,837.911,1.54828,1.52491,0.01244,0.68025,0.4976,0.56696,0.32039,1.52599,1.51246,0.01785,0.00193424,0.00193424,0.00193424
23,874.887,1.57512,1.50211,0.01209,0.59566,0.49279,0.54085,0.30111,1.61909,1.59306,0.02004,0.00192791,0.00192791,0.00192791
24,912.556,1.56328,1.48721,0.01212,0.69158,0.48918,0.56507,0.31675,1.6462,1.52526,0.02018,0.0019213,0.0019213,0.0019213
25,948.365,1.53557,1.47859,0.01179,0.63828,0.50481,0.5701,0.31382,1.5925,1.51751,0.01874,0.00191441,0.00191441,0.00191441
26,983.982,1.54048,1.48775,0.01216,0.63168,0.54327,0.58007,0.32335,1.55125,1.52017,0.01836,0.00190724,0.00190724,0.00190724
27,1020.46,1.52181,1.44909,0.01172,0.68781,0.52696,0.59692,0.3366,1.60882,1.53038,0.01979,0.00189981,0.00189981,0.00189981
28,1055.91,1.52272,1.43134,0.01185,0.6824,0.46875,0.56475,0.32515,1.58403,1.50725,0.02,0.0018921,0.0018921,0.0018921
29,1092.55,1.52704,1.43457,0.01194,0.65108,0.49341,0.54406,0.30352,1.56761,1.64846,0.0194,0.00188412,0.00188412,0.00188412
30,1128.15,1.49702,1.42959,0.01151,0.64318,0.51803,0.56395,0.31915,1.58939,1.47504,0.01884,0.00187587,0.00187587,0.00187587
31,1164.15,1.51041,1.42466,0.01198,0.62379,0.52524,0.57751,0.33065,1.59459,1.43121,0.01955,0.00186737,0.00186737,0.00186737
32,1201.3,1.5106,1.40737,0.01159,0.62539,0.53726,0.57776,0.33029,1.59062,1.47618,0.01967,0.0018586,0.0018586,0.0018586
33,1237.3,1.49116,1.39368,0.01164,0.67469,0.46865,0.54597,0.31233,1.67437,1.71271,0.02175,0.00184957,0.00184957,0.00184957
34,1275.21,1.49589,1.38282,0.01142,0.64336,0.5399,0.59494,0.33968,1.61499,1.44203,0.01932,0.00184028,0.00184028,0.00184028
35,1311.36,1.46643,1.37633,0.01133,0.6589,0.53005,0.58712,0.33917,1.57851,1.36928,0.01875,0.00183075,0.00183075,0.00183075
36,1348.01,1.48401,1.38786,0.01122,0.63565,0.53125,0.56927,0.32207,1.64696,1.49936,0.02097,0.00182096,0.00182096,0.00182096
37,1385.08,1.46084,1.33522,0.01143,0.59211,0.51994,0.56293,0.31637,1.62372,1.63308,0.02158,0.00181093,0.00181093,0.00181093
38,1421.09,1.49493,1.37542,0.01111,0.69181,0.53846,0.61602,0.35216,1.50641,1.38792,0.01822,0.00180065,0.00180065,0.00180065
39,1459.09,1.46413,1.33899,0.01124,0.65348,0.54327,0.60334,0.34521,1.63274,1.46138,0.01998,0.00179013,0.00179013,0.00179013
40,1494.19,1.49357,1.33534,0.01113,0.66654,0.53606,0.61229,0.34626,1.52015,1.41725,0.01794,0.00177937,0.00177937,0.00177937
41,1530.9,1.45994,1.33405,0.01114,0.66878,0.51449,0.59477,0.3301,1.54642,1.36887,0.01934,0.00176838,0.00176838,0.00176838
42,1567.19,1.467,1.32688,0.01121,0.68345,0.49519,0.57835,0.33297,1.65708,1.463,0.02073,0.00175716,0.00175716,0.00175716
43,1602.87,1.46008,1.30985,0.01106,0.75099,0.5012,0.58925,0.34145,1.57934,1.5259,0.01885,0.00174571,0.00174571,0.00174571
44,1639.89,1.4423,1.2893,0.01093,0.68735,0.53005,0.60884,0.35584,1.55106,1.33282,0.01795,0.00173404,0.00173404,0.00173404
45,1676.57,1.45029,1.29338,0.01098,0.6685,0.52885,0.58489,0.33713,1.61132,1.46914,0.02036,0.00172215,0.00172215,0.00172215
46,1713.57,1.4319,1.2698,0.01091,0.72549,0.53365,0.61616,0.36038,1.55351,1.37749,0.01792,0.00171004,0.00171004,0.00171004
47,1749.25,1.46938,1.28391,0.01114,0.70754,0.52644,0.60667,0.34308,1.58268,1.44003,0.0189,0.00169771,0.00169771,0.00169771
48,1784.69,1.42864,1.27991,0.01077,0.71358,0.50308,0.6069,0.34634,1.56462,1.38485,0.01815,0.00168518,0.00168518,0.00168518
49,1820.97,1.44165,1.29228,0.0109,0.70845,0.5111,0.59525,0.33884,1.67566,1.48649,0.0221,0.00167244,0.00167244,0.00167244
50,1856.13,1.41371,1.25667,0.01084,0.72373,0.50962,0.58616,0.33374,1.65991,1.56129,0.02194,0.0016595,0.0016595,0.0016595
51,1893,1.4254,1.23367,0.0104,0.72377,0.54166,0.6164,0.3501,1.59781,1.3066,0.01886,0.00164636,0.00164636,0.00164636
52,1928.37,1.42214,1.24352,0.01051,0.68134,0.52284,0.59438,0.34745,1.59747,1.49411,0.01918,0.00163303,0.00163303,0.00163303
53,1963.51,1.43677,1.24705,0.01039,0.68699,0.53816,0.59992,0.35671,1.47228,1.47739,0.01653,0.0016195,0.0016195,0.0016195
54,2000.16,1.39995,1.22929,0.01035,0.71423,0.52271,0.61148,0.36095,1.56224,1.41669,0.01884,0.0016058,0.0016058,0.0016058
55,2035.71,1.41638,1.2132,0.01038,0.72477,0.51683,0.598,0.34217,1.57372,1.41316,0.01928,0.00159191,0.00159191,0.00159191
56,2072.06,1.40429,1.22032,0.01052,0.67826,0.54327,0.61084,0.36176,1.5293,1.3803,0.01736,0.00157784,0.00157784,0.00157784
57,2108.21,1.41602,1.21449,0.0105,0.62826,0.58706,0.61151,0.36182,1.53005,1.36693,0.01742,0.0015636,0.0015636,0.0015636
58,2143.87,1.42202,1.19894,0.01018,0.73595,0.51683,0.61203,0.3648,1.51842,1.35802,0.01775,0.00154919,0.00154919,0.00154919
59,2180.95,1.38046,1.18427,0.01031,0.74926,0.49924,0.59393,0.34867,1.54118,1.45751,0.01808,0.00153462,0.00153462,0.00153462
60,2215.81,1.3934,1.17918,0.00994,0.6818,0.55649,0.62525,0.37143,1.51429,1.2373,0.01758,0.00151989,0.00151989,0.00151989
61,2252.54,1.37893,1.16475,0.00998,0.73723,0.53606,0.61544,0.3666,1.54103,1.27636,0.01767,0.001505,0.001505,0.001505
62,2288.73,1.39854,1.18402,0.01008,0.68982,0.54928,0.60894,0.36481,1.51398,1.44048,0.01741,0.00148996,0.00148996,0.00148996
63,2324.17,1.36163,1.14802,0.01004,0.75214,0.52043,0.62318,0.37221,1.50584,1.42086,0.01717,0.00147478,0.00147478,0.00147478
64,2361.64,1.36432,1.15596,0.00991,0.71145,0.52748,0.61612,0.36264,1.56133,1.44503,0.01898,0.00145945,0.00145945,0.00145945
65,2397.24,1.37626,1.13912,0.00974,0.72002,0.544,0.6144,0.36288,1.52864,1.32255,0.01742,0.00144399,0.00144399,0.00144399
66,2433.88,1.35267,1.14636,0.00993,0.71892,0.52404,0.61055,0.35606,1.57791,1.41187,0.01915,0.00142839,0.00142839,0.00142839
67,2469.95,1.39472,1.14502,0.00987,0.68985,0.56141,0.61632,0.36434,1.51632,1.32882,0.01772,0.00141267,0.00141267,0.00141267
68,2505.75,1.36834,1.13265,0.00981,0.69707,0.54207,0.60845,0.36853,1.49501,1.32907,0.01711,0.00139682,0.00139682,0.00139682
69,2544.02,1.354,1.12051,0.00973,0.73203,0.52163,0.60117,0.35529,1.53064,1.39212,0.01663,0.00138086,0.00138086,0.00138086
70,2581.38,1.35258,1.13748,0.00973,0.66306,0.55168,0.60305,0.36145,1.50605,1.44655,0.01707,0.00136478,0.00136478,0.00136478
71,2619.98,1.35542,1.10485,0.00965,0.72712,0.55085,0.63308,0.37776,1.51136,1.28587,0.01704,0.0013486,0.0013486,0.0013486
72,2656.91,1.33488,1.08156,0.00959,0.71816,0.54515,0.62213,0.38044,1.43913,1.31812,0.01601,0.00133231,0.00133231,0.00133231
73,2696.31,1.33816,1.07437,0.00936,0.71519,0.55769,0.63035,0.3724,1.54853,1.32607,0.01819,0.00131593,0.00131593,0.00131593
74,2733.18,1.33384,1.08161,0.00949,0.74671,0.54327,0.62908,0.36594,1.50568,1.26798,0.01718,0.00129945,0.00129945,0.00129945
75,2770.95,1.32429,1.0956,0.00937,0.73726,0.52404,0.62808,0.36422,1.54135,1.30782,0.01833,0.00128288,0.00128288,0.00128288
76,2806.34,1.30587,1.07317,0.00954,0.69893,0.53486,0.60677,0.36412,1.55799,1.48367,0.01751,0.00126623,0.00126623,0.00126623
77,2843.8,1.30688,1.07129,0.00951,0.67742,0.5613,0.6221,0.36952,1.47099,1.32179,0.01723,0.0012495,0.0012495,0.0012495
78,2880.47,1.31286,1.07862,0.00924,0.70977,0.55649,0.62168,0.37032,1.52395,1.36706,0.01733,0.0012327,0.0012327,0.0012327
79,2916.91,1.31071,1.05305,0.00936,0.66686,0.57212,0.62955,0.37599,1.52675,1.33527,0.01709,0.00121583,0.00121583,0.00121583
80,2954.27,1.29322,1.03818,0.00911,0.76897,0.52284,0.63751,0.38567,1.53758,1.29431,0.01804,0.0011989,0.0011989,0.0011989
81,2990.84,1.3184,1.05545,0.00895,0.76752,0.52775,0.63818,0.38122,1.47955,1.29782,0.01641,0.00118191,0.00118191,0.00118191
82,3028.61,1.29774,1.02349,0.00929,0.76508,0.54447,0.65642,0.38527,1.52882,1.2352,0.0172,0.00116487,0.00116487,0.00116487
83,3064.6,1.27204,1.01379,0.00892,0.71413,0.54207,0.62124,0.371,1.53665,1.37988,0.01708,0.00114778,0.00114778,0.00114778
84,3101.83,1.30133,1.02908,0.00903,0.71988,0.54928,0.63352,0.3742,1.49607,1.31719,0.01738,0.00113065,0.00113065,0.00113065
85,3138.12,1.28705,1.02229,0.0091,0.7046,0.53896,0.61146,0.36597,1.47272,1.36476,0.01597,0.00111348,0.00111348,0.00111348
86,3174.83,1.26281,1.00209,0.00907,0.74717,0.53125,0.62608,0.36815,1.5097,1.40849,0.01747,0.00109628,0.00109628,0.00109628
87,3212.02,1.28142,1.00775,0.00869,0.7226,0.56044,0.63777,0.37986,1.49558,1.30552,0.0164,0.00107906,0.00107906,0.00107906
88,3248.58,1.27164,1.00129,0.00899,0.70773,0.55769,0.61846,0.3699,1.46305,1.37626,0.01595,0.00106181,0.00106181,0.00106181
89,3288.59,1.25623,0.96761,0.00855,0.68154,0.57104,0.63053,0.3799,1.52483,1.37415,0.01663,0.00104455,0.00104455,0.00104455
90,3324.74,1.27228,0.9878,0.00871,0.68769,0.56373,0.63147,0.37683,1.51759,1.28816,0.01705,0.00102728,0.00102728,0.00102728
91,3362.88,1.25746,0.97191,0.00874,0.73723,0.5637,0.64299,0.37863,1.55771,1.27796,0.01819,0.00101,0.00101,0.00101
92,3399.51,1.27284,0.97197,0.00882,0.66475,0.58894,0.64396,0.3833,1.55144,1.283,0.01696,0.000992722,0.000992722,0.000992722
93,3437.16,1.24694,0.95013,0.00858,0.69679,0.58413,0.63381,0.38065,1.50952,1.31752,0.01655,0.000975449,0.000975449,0.000975449
94,3472.95,1.22664,0.96855,0.00857,0.70901,0.5601,0.61897,0.37184,1.54026,1.35563,0.01747,0.000958187,0.000958187,0.000958187
95,3509.85,1.22968,0.95949,0.00843,0.73959,0.56851,0.63289,0.38432,1.49718,1.38129,0.01689,0.000940941,0.000940941,0.000940941
96,3546.8,1.23918,0.94544,0.00859,0.66501,0.57741,0.63274,0.37679,1.56399,1.35327,0.0184,0.000923716,0.000923716,0.000923716
97,3582.87,1.23524,0.94041,0.00859,0.80145,0.54339,0.64301,0.38587,1.49453,1.37016,0.01641,0.000906517,0.000906517,0.000906517
98,3621.22,1.2342,0.93975,0.00846,0.70467,0.59364,0.64927,0.39107,1.47591,1.28202,0.01599,0.000889349,0.000889349,0.000889349
99,3658.1,1.23845,0.93475,0.00843,0.74407,0.5637,0.64221,0.37539,1.52498,1.29089,0.01762,0.000872219,0.000872219,0.000872219
100,3697.1,1.23048,0.93469,0.0084,0.73274,0.59135,0.65463,0.39472,1.49658,1.28318,0.0173,0.00085513,0.00085513,0.00085513
101,3734.06,1.2466,0.93422,0.00846,0.73124,0.59191,0.65073,0.39427,1.48144,1.27423,0.01648,0.000838088,0.000838088,0.000838088
102,3771.79,1.214,0.91921,0.00835,0.72703,0.56982,0.63023,0.38273,1.49923,1.35396,0.01671,0.000821099,0.000821099,0.000821099
103,3808.86,1.1926,0.88851,0.00829,0.72247,0.55649,0.63683,0.38882,1.46555,1.29468,0.01672,0.000804167,0.000804167,0.000804167
104,3847.69,1.20457,0.90855,0.00809,0.74078,0.56611,0.63907,0.38433,1.51018,1.28394,0.01713,0.000787298,0.000787298,0.000787298
105,3886.06,1.21033,0.90255,0.00811,0.68475,0.60096,0.63435,0.37652,1.50384,1.32899,0.01675,0.000770497,0.000770497,0.000770497
106,3923.88,1.21446,0.88575,0.00822,0.71721,0.57692,0.64958,0.38387,1.50011,1.30805,0.01653,0.000753769,0.000753769,0.000753769
107,3961.69,1.18509,0.88779,0.00809,0.72553,0.57452,0.64631,0.38571,1.50311,1.37252,0.01681,0.000737119,0.000737119,0.000737119
108,3998.55,1.21505,0.902,0.00811,0.7344,0.56971,0.64887,0.39098,1.4638,1.26913,0.01583,0.000720552,0.000720552,0.000720552
109,4036.38,1.19819,0.87695,0.00798,0.73384,0.54678,0.64098,0.38114,1.51995,1.31968,0.01675,0.000704073,0.000704073,0.000704073
110,4072.95,1.17142,0.87508,0.00805,0.70856,0.57452,0.64431,0.37941,1.52208,1.29315,0.01655,0.000687688,0.000687688,0.000687688
111,4111,1.20195,0.88544,0.00793,0.72098,0.58076,0.6415,0.38066,1.54008,1.29796,0.01703,0.0006714,0.0006714,0.0006714
112,4146.98,1.17737,0.85562,0.00793,0.71626,0.55168,0.62199,0.3809,1.50359,1.34804,0.01674,0.000655216,0.000655216,0.000655216
113,4184.46,1.15906,0.87019,0.008,0.76561,0.5649,0.65816,0.38548,1.49943,1.27044,0.01654,0.000639139,0.000639139,0.000639139
114,4221.37,1.20583,0.89058,0.00782,0.67089,0.59014,0.64201,0.38382,1.4844,1.29998,0.01649,0.000623176,0.000623176,0.000623176
115,4257.39,1.1762,0.85063,0.00788,0.72619,0.57379,0.64827,0.38682,1.52904,1.26258,0.01756,0.000607331,0.000607331,0.000607331
116,4295.64,1.15115,0.84294,0.00773,0.76935,0.51718,0.61814,0.37826,1.50832,1.39794,0.01711,0.000591608,0.000591608,0.000591608
117,4332.14,1.1665,0.86039,0.00766,0.71298,0.57922,0.63834,0.38208,1.53588,1.25663,0.01679,0.000576013,0.000576013,0.000576013
118,4370.28,1.15806,0.84324,0.00759,0.7305,0.58315,0.64775,0.38581,1.53511,1.30698,0.01689,0.000560549,0.000560549,0.000560549
119,4406.39,1.14683,0.84579,0.00773,0.79722,0.54087,0.64365,0.39053,1.48575,1.34606,0.01627,0.000545223,0.000545223,0.000545223
120,4443.79,1.15049,0.84981,0.00765,0.72595,0.56992,0.64794,0.38668,1.51442,1.32469,0.01663,0.000530038,0.000530038,0.000530038
121,4479.42,1.14573,0.84015,0.00761,0.71702,0.57091,0.63817,0.38573,1.53657,1.3132,0.01726,0.000515,0.000515,0.000515
122,4514.74,1.17242,0.83851,0.00775,0.74601,0.57896,0.64958,0.38774,1.53636,1.32506,0.01714,0.000500112,0.000500112,0.000500112
123,4551.64,1.15879,0.83487,0.00743,0.7226,0.56357,0.63101,0.38281,1.53787,1.31335,0.01711,0.00048538,0.00048538,0.00048538
124,4586.79,1.13968,0.83144,0.00754,0.75101,0.5637,0.64549,0.38499,1.52677,1.27783,0.01677,0.000470807,0.000470807,0.000470807
125,4622.7,1.12795,0.81538,0.00743,0.7469,0.54621,0.63021,0.37884,1.5641,1.32608,0.01731,0.000456399,0.000456399,0.000456399
