epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,2336.87,1.48413,1.28276,0.0104,0.70394,0.55442,0.61772,0.36355,1.50248,1.40488,0.01683,0.00185681,0.00185681,0.00185681
54,2379.73,1.45088,1.26149,0.01039,0.68664,0.52284,0.58312,0.32698,1.55983,1.50773,0.01862,0.00185139,0.00185139,0.00185139
55,2421.38,1.47558,1.26032,0.01024,0.68909,0.55675,0.61777,0.35458,1.52613,1.40832,0.01762,0.00184588,0.00184588,0.00184588
56,2463.84,1.43299,1.25661,0.01029,0.67446,0.5649,0.63486,0.36715,1.50152,1.39752,0.01779,0.00184028,0.00184028,0.00184028
57,2506.54,1.45,1.26952,0.01036,0.63567,0.55769,0.59624,0.34644,1.64128,1.39032,0.01951,0.00183459,0.00183459,0.00183459
58,2549.74,1.46167,1.24494,0.01018,0.68486,0.54928,0.60707,0.34773,1.5613,1.51346,0.01942,0.00182881,0.00182881,0.00182881
59,2592.17,1.43051,1.22241,0.01043,0.73239,0.53245,0.62818,0.36955,1.52955,1.2985,0.01872,0.00182294,0.00182294,0.00182294
60,2633.14,1.45013,1.24137,0.01007,0.70629,0.51446,0.60771,0.35557,1.52735,1.46658,0.01712,0.00181698,0.00181698,0.00181698
61,2675.12,1.42487,1.24118,0.01001,0.70979,0.50563,0.59479,0.35115,1.58756,1.44354,0.01918,0.00181093,0.00181093,0.00181093
62,2717.25,1.446,1.24054,0.01003,0.68224,0.55168,0.62037,0.35852,1.51525,1.36632,0.01721,0.00180479,0.00180479,0.00180479
